Date,Facility Type,State,Canonical Facility Name,Pop Tested,Pop Tested Positive,Pop Tested Negative,Pop Deaths,Staff Tested,Staff Tested Positive,Staff Tested Negative,Staff Deaths,Source,Compilation,Notes
2020-04-29,State Prisons,Wisconsin,Waupun Correctional Institution,,,,,,1,,,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,Recidiviz,
2020-04-29,State Prisons,Tennessee,Northwest Correctional Complex - Tiptonville,902,40,843,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Michigan,Thumb Correctional Facility,51,29,14,1,,9,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Michigan,Central Michigan Correctional Facility,17,0,16,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,County Jails,California,San Diego Sherrif's Department,112,2,110,,,9,,,https://www.sdsheriff.net/index.html,Recidiviz,"Scroll down to ""Sherrif Jail Facilities: COVID-19 Response""  to get updated pdf"
2020-04-29,State Prisons,Michigan,Kinross Correctional Facility,9,1,8,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-30,State Prisons,Indiana,Reception Diagnostic Center,,12,,0,,11,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-30,State Prisons,Georgia,Central State Prison,,,,,,,,,,,
2020-04-30,State Prisons,Arizona,Arizona State Prison Complex – Winslow,2,0,2,,,,,,https://corrections.az.gov/adcrr-covid-19-dashboard,Recidiviz,
2020-04-30,State Prisons,Indiana,New Castle Correctional Facility,,1,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-30,State Prisons,Florida,Santa Rosa Correctional Institution Annex,,,,,,,,,,,
2020-04-30,County Jails,Georgia,Wheeler County Prison,,1,,,,,,,http://www.dcor.state.ga.us/content/cases,Recidiviz,
2020-04-30,State Prisons,Florida,Tomoka Correctional Institution,,84,43,,,12,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,State Prisons,Tennessee,Trousdale Turner Correctional Center,250,94,149,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-30,State Prisons,South Dakota,South Dakota Women's Prison,,1,29,0,,0,5,0,https://doc.sd.gov/about/Coronavirus.aspx,Recidiviz,
2020-04-30,State Prisons,Georgia,Augusta Transitional Center,,,,,,,,,,,
2020-04-30,State Prisons,Georgia,Bainbridge Probation Substance Abuse Treatment Center,,18,,,,3,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-30,State Prisons,Georgia,Macon State Prison,,14,,,,2,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-30,State Prisons,California,"California State Prison, Corcoran (COR)",18,0,17,,,,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,1 pending
2020-04-30,County Jails,Nebraska,Knox County Jail,48,0,,0,,,,,Aaron.Yarnell@knoxsheriff.org,Recidiviz,
2020-04-30,State Prisons,Florida,"Central Florida Reception Center, South Unit",,,,,,,,,,,
2020-04-30,State Prisons,Michigan,Ionia Correctional Facility,14,2,12,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-30,County Jails,Florida,Leon County Jail,,,,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html,Recidiviz,Community Corrections Region 1 - No inmate info
2020-04-30,State Prisons,Florida,Okaloosa Correctional Institution,,0,0,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,State Prisons,Florida,Century Correctional Institution,,0,1,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,County Jails,Iowa,Polk County Jail,,7,,0,,0,,0,Jeff.Rullman@polkcountyiowa.gov,Recidiviz,polkcounty.sheriff@polkcountyiowa.gov
2020-04-30,State Prisons,Florida,"Reception and Medical Center, West Unit",,,,,,,,,,,
2020-04-30,State Prisons,California,Salinas Valley State Prison (SVSP),10,0,5,,,1,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,5 pending 
2020-04-30,State Prisons,Georgia,Burruss Correctional Training Center,,0,,,,3,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-30,State Prisons,Florida,Quincy Annex,,,,,,,,,,,
2020-04-30,State Prisons,South Dakota,Jamestown Annex,,1,22,0,,2,12,0,,Recidiviz,
2020-04-30,State Prisons,Tennessee,Bledsoe County Correctional Complex,,583,,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-30,State Prisons,Alabama,Alex City Work Release Center,,,,,,,,,,,
2020-04-30,State Prisons,Georgia,Columbus Transitional Center,,,,,,,,,,,
2020-04-30,State Prisons,Illinois,Logan Correctional Center,,0,,,,4,,,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,Recidiviz,"staff recovered: 3, incarcerated recovered: 0"
2020-04-30,State Prisons,Michigan,G. Robert Cotton Correctional Facility,792,140,650,,,17,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-30,State Prisons,Florida,Mayo Correctional Institution Annex,,0,3,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,State Prisons,Alabama,Davis Correctional Facility,,,,,,,,,,,
2020-04-30,State Prisons,Georgia,Valdosta State Prison & Annex,,0,,,,1,,,http://www.gdc.ga.gov/content/cases,Recidiviz,"Staff case removed due to ""incorrect reporting"""
2020-04-30,State Prisons,Arizona,Marana Community Correctional Treatment Facility,13,8,5,,,,,,https://corrections.az.gov/adcrr-covid-19-dashboard,Recidiviz,
2020-04-30,State Prisons,Florida,Suwannee Correctional Institution Annex,,,,,,,,,,,
2020-04-30,State Prisons,New Jersey,Mountainview Youth Correctional Facility,,0,,0,,24,,,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml,Recidiviz,
2020-04-30,State Prisons,Georgia,Paulding Probation Detention Center,,,,,,,,,,,
2020-04-30,State Prisons,Tennessee,Mark H. Luttrell Correctional Center - Memphis,2,1,1,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,Now called Mark Luttrell Transition Center
2020-04-30,State Prisons,Georgia,Patten Probation Detention Center,,0,,,,1,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-30,County Jails,Florida,Montgomery Correctional Center,,,,,,3,,,http://www.dc.state.fl.us/comm/covid-19.html,Recidiviz,Community Corrections Region 2 - No inmate info
2020-04-30,State Prisons,Georgia,Georgia State Prison,,1,,,,2,,,N/A,Recidiviz,
2020-04-30,State Prisons,Iowa,Newton Correctional Facility,10,0,,,,0,,,https://doc.iowa.gov/COVID19,Recidiviz,
2020-04-30,State Prisons,Delaware,Hazel D. Plant Women's Treatment Facility,,0,,,,0,,,https://doc.delaware.gov/views/covid19.blade.shtml,Recidiviz,
2020-04-30,State Prisons,South Dakota,South Dakota Women's Prison Unit E,,0,0,0,,0,0,0,https://doc.sd.gov/about/Coronavirus.aspx,Recidiviz,
2020-04-30,State Prisons,Alabama,Staton Correctional Facility,5,,,,,2,,,http://www.doc.alabama.gov/covid19news,Recidiviz,
2020-04-30,State Prisons,Illinois,Crossroads Adult Transition Center,,3,,,,1,,,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,Recidiviz,"staff recovered: 1, incarcerated recovered: 1"
2020-04-30,State Prisons,Georgia,Jenkins Correctional Facility,,,,,,,,,,,
2020-04-30,State Prisons,Florida,Madison Correctional Institution,,0,1,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,State Prisons,Maine,ALL MAINE STATE ADULT FACILITIES,22,0,21,,,,,,https://www.maine.gov/corrections/index.shtml,Recidiviz,"click on COVID-19 dashboard, check date at bottom"
2020-04-30,State Prisons,Alabama,Montgomery Women's Facility,,,,,,,,,,,
2020-04-30,State Prisons,Alabama,Childersburg Work Release Center,,,,,,,,,,,
2020-04-30,State Prisons,Georgia,Jimmy Autry State Prison,,63,,1,,4,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-30,State Prisons,Indiana,Edinburgh Correctional Facility,,5,,0,,9,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-30,State Prisons,California,Northern California Youth Correctional Center (NCYCC),,,,,,1,,,,Recidiviz,
2020-04-30,State Prisons,Hawaii,Halawa Correctional Facility – Aiea (HCF),3,0,3,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,
2020-04-30,State Prisons,Florida,Marion Correctional Institution,,0,5,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,State Prisons,California,California Correctional Center (CCC),8,0,8,,,,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-30,County Jails,Kansas,Sedgwick County Jail,,0,,0,,0,,0,jared.schechter@sedgwick.gov,Recidiviz,
2020-04-30,State Prisons,Arizona,Arizona State Prison Complex – Douglas,5,0,5,,,,,,https://corrections.az.gov/adcrr-covid-19-dashboard,Recidiviz,
2020-04-30,State Prisons,Florida,Hardee Correctional Institution,,0,2,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,State Prisons,Georgia,Albany Transitional Center,,,,,,,,,,,
2020-04-30,State Prisons,Georgia,Montgomery State Prison,,,,,,,,,,,
2020-04-30,State Prisons,Iowa,Clarinda Correctional Facility,5,1,,,,0,,,https://doc.iowa.gov/COVID19,Recidiviz,
2020-04-30,State Prisons,Michigan,St. Louis Correctional Facility,6,0,5,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-30,State Prisons,Arizona,Arizona State Prison Complex – Eyman,26,5,21,,,,,,https://corrections.az.gov/adcrr-covid-19-dashboard,Recidiviz,
2020-04-30,State Prisons,Missouri,ALL MISSOURI STATE FACILITIES,185,30,155,1,,13,,,https://doc.mo.gov/media-center/newsroom/covid-19,Recidiviz,
2020-04-30,State Prisons,New Jersey,South Woods State Prison,,17,,1,,6,,,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml,Recidiviz,
2020-04-30,State Prisons,Alabama,Loxley Work Release Center,,,,,,,,,,,
2020-04-30,State Prisons,California,Chuckawalla Valley State Prison (CVSP),5,0,4,,,,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,1 pending
2020-04-30,State Prisons,Illinois,Graham Correctional Center,,0,,,,1,,,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,Recidiviz,"staff recovered: 1, incarcerated recovered: 0"
2020-04-30,State Prisons,Hawaii,Saguaro Correctional Facility,1,0,1,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,Kayla added 4.22 - Private prison in Arizona that contracts with the state of Hawaii to house Hawaii inmates on the mainland
2020-04-30,State Prisons,Michigan,West Shoreline Correctional Facility - CLOSED,,,,,,,,,,,
2020-04-30,State Prisons,Indiana,Madison Correctional Facility,,0,,0,,4,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-30,State Prisons,Hawaii,Women's Community Correctional Center – Kailua (WCCC),1,0,1,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,
2020-04-30,State Prisons,Georgia,Treutlen Probation Detention Center,,,,,,,,,,,
2020-04-30,State Prisons,Michigan,Earnest C. Brooks Correctional Facility,7,0,6,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-30,State Prisons,Michigan,Muskegon Correctional Facility,2,0,2,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-30,State Prisons,Illinois,North Lawndale Adult Transition Center,,5,,,,2,,,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,Recidiviz,"staff recovered: 2, incarcerated recovered: 5"
2020-04-30,State Prisons,Florida,Sumter Correctional Institution,,51,20,,,8,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,State Prisons,Indiana,Chain O'Lakes Correctional Facility,,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-30,State Prisons,Georgia,Lee State Prison,,10,,2,,18,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-30,State Prisons,California,OH Close Youth Correctional Facility,,,,,,1,,,,Recidiviz,
2020-04-30,State Prisons,Georgia,Dodge State Prison,,,,,,,,,,,
2020-04-30,State Prisons,Michigan,Marquette Branch Prison,25,0,20,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-30,State Prisons,California,Pelican Bay State Prison (PBSP),11,0,7,,,,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,4 pending
2020-04-30,State Prisons,New Jersey,Bayside State Prison,,2,,0,,1,,,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml,Recidiviz,
2020-04-30,State Prisons,Delaware,John L. Webb Correctional Facility - CLOSED,,,,,,,,,,,
2020-04-30,State Prisons,New Jersey,Southern State Correctional Facility,,13,,0,,45,,,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml,Recidiviz,
2020-04-30,State Prisons,California,Valley State Prison (VSP),16,0,16,,,1,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-30,State Prisons,Florida,South Florida Reception Center,,1,17,,,5,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,County Jails,North Dakota,Ward County Jail,6,0,6,0,8,0,8,0,Paul.Olthoff@co.ward.nd.us,Recidiviz,
2020-04-30,State Prisons,Georgia,Macon Transitional Center,,,,,,,,,,,
2020-04-30,State Prisons,Delaware,Central Violation of Probation Center,,,,,,,,,,,
2020-04-30,State Prisons,Georgia,Smith State Prison,,,,,,,,,,,
2020-04-30,County Jails,Maryland,Kent County Detention Center,,0,,0,,0,,0,tscott@kentgov.org,Recidiviz,
2020-04-30,County Jails,Hawaii,Maui Community Correctional Center (MCCC),3,,3,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,Last updated 4/30/2020
2020-04-30,State Prisons,Indiana,Rockville Correctional Facility,,0,,0,,5,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-30,State Prisons,New Hampshire,North End House,,,,,,0,,,https://www.nh.gov/nhdoc/covid/index.html,Recidiviz,no data 
2020-04-30,State Prisons,Florida,Taylor Correctional Institution Annex,,,,,,,,,,,
2020-04-30,State Prisons,Alabama,Childersburg (total),,,,,,,,,,,
2020-04-30,State Prisons,South Dakota,Rapid City Trustee Unit (Community Works Center),,0,0,0,,0,1,0,https://doc.sd.gov/,Recidiviz,
2020-04-30,State Prisons,Georgia,Wheeler Correctional Facility,,1,,,,,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-30,State Prisons,Kentucky,Kentucky Correctional Institute for Women,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-30,State Prisons,Nevada,OVERALL NEVADA,,0,,0,,9,,0,https://app.powerbigov.us/view?r=eyJrIjoiNDMwMDI0YmQtNmUyYS00ZmFjLWI0MGItZDM0OTY1Y2Y0YzNhIiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9,Recidiviz,https://news3lv.com/news/local/vegas-lost-six-nevada-dept-of-corrections-employees-test-positive-for-coronavirus
2020-04-30,State Prisons,Indiana,Indiana State Prison,,0,,0,,8,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-30,State Prisons,Florida,South Bay Correctional Facility,,14,4,,,36,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,Private
2020-04-30,State Prisons,Indiana,Logansport Intake Facility (LCU),,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,Added by Kayla 4.29.2020 - related to Logansport Juvenile Correctional Facility but individual units that are reporting cases separately
2020-04-30,State Prisons,Florida,Desoto Annex,,0,0,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,State Prisons,California,"California State Prison, Centinela (CEN)",27,2,21,,,5,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,4 pending
2020-04-30,State Prisons,Georgia,Coastal Transitional Center,,,,,,,,,,,
2020-04-30,State Prisons,Georgia,Clayton Transitional Center,,3,,,,3,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-30,State Prisons,Georgia,Lee Arrendale State Prison,,1,,,,1,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-30,State Prisons,Alabama,Camden Work Release Center,,1,,,,,,,,Recidiviz,
2020-04-30,State Prisons,Georgia,Coastal State Prison,,14,,2,,0,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-30,State Prisons,California,N.A Chaderjian Youth Correctional Facility,,,,,,1,,,,Recidiviz,
2020-04-30,State Prisons,Florida,Columbia Correctional Institution,,1,11,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,State Prisons,Alabama,Atmore Work Release Center,,,,,,,,,,,
2020-04-30,State Prisons,Florida,Gadsden Correctional Facility,,6,1,,,14,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,Private
2020-04-30,State Prisons,Arizona,Arizona State Prison Complex – Safford,1,0,1,,,,,,https://corrections.az.gov/adcrr-covid-19-dashboard,Recidiviz,
2020-04-30,State Prisons,Delaware,Delores J. Baylor Women's Correctional Institution,,,,,,1,,,https://doc.delaware.gov/views/covid19.blade.shtml,Recidiviz,
2020-04-30,State Prisons,Florida,Holmes Correctional Institution,,0,0,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-30,State Prisons,Georgia,GDCP Special Management Unit,,0,,,,1,,,http://www.gdc.ga.gov/content/cases,Recidiviz,Kayla added the SMU to the spreadsheet on 4.22 b/c GA lists it individually on their reporting grid 
2020-04-30,County Jails,Texas,El Paso County Detention Facility,,,,,,,,,,,
2020-04-30,State Prisons,Michigan,Carson City Correctional Facility,14,0,11,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-30,State Prisons,New Hampshire,Secure Psychiatric Unit/Residential Treatment Unit,0,0,,,,0,,,https://www.nh.gov/nhdoc/covid/index.html,Recidiviz,
2020-04-30,State Prisons,Michigan,Ojibway Correctional Facility - CLOSED,,,,,,,,,,,
2020-04-30,State Prisons,California,Calipatria State Prison (CAL),13,0,12,,,2,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,1 pending 
2020-04-30,State Prisons,Alabama,Childersburg Boot & Work Camp,,,,,,,,,,,
2020-04-30,State Prisons,Indiana,Branchville Correctional Facility,,6,,0,,3,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-30,County Jails,New Jersey,Morris County Sherrif's Office,,9,,0,,20,,0,https://sheriff.morriscountynj.gov/2020/04/06/morris-county-sheriff-covid-19-update-twenty-correctional-facility-staff-and-nine-inmates-have-tested-positive-for-the-virus/,Recidiviz,as of 4/6/2020
2020-04-30,State Prisons,Florida,Lowell Correctional Institution,,0,10,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
